* ¥æ¥Ë¥Ã¥ÈºÇÂçÃÍ [#ef024c41]

- ºÇÂç¥ì¥Ù¥ë»þ¤Î¥¹¥Æ¡¼¥¿¥¹
- É¬Í×¿Ê²½¡§¤³¤Î¥æ¥Ë¥Ã¥È¤¬¿Ê²½¤¹¤ë¤¿¤á¤ËÉ¬Í×¤Êpt
- ÎßÀÑ·Ð¸³ÃÍ¡§ºÇÂç¥ì¥Ù¥ë¤Ë¤¹¤ë¤¿¤á¤ÎÎßÀÑ·Ð¸³ÃÍ¡Ê¥æ¥Ë¥Ã¥È¾ÜºÙ¤ËÉ½¼¨¤µ¤ì¤ë·Ð¸³ÃÍ¡Ë
- ·Ð¸³ÃÍ¤Ï¥«¥ó¥¹¥ÈÄ¾¸å¤ÈºÆµ¯Æ°¸å¤Ç¿ôÃÍ¤¬°ã¤¦¤³¤È¤¬¤¢¤ë
- Í½¹ð¤Ê¤¯ÊÑ¹¹¤Î²ÄÇ½À­¤¢¤ê

&color(,#eee){¥Ú¡¼¥¸Æâ¥ê¥ó¥¯};
[[001>#no001]] - [[051>#no051]] - [[101>#no101]] - [[151>#no151]] - [[201>#no201]] - [[251>#no251]] - [[301>#no301]] - [[351>#no351]] - [[401>#no401]] - [[451>#no451]] - [[501>#no501]] - [[551>#no551]] - [[601>#no601]] - [[651>#no651]] - [[701>#no701]] - [[751>#no751]] - [[801>#no801]] - [[851>#no851]] - [[901>#no901]] - [[951>#no951]] - [[1001>#no1001]] - [[1051>#no1051]] - [[1101>#no1101]] - [[1151>#no1151]] - [[1201>#no1201]] - [[1251>#no1251]] - [[1301>#no1301]] - [[1351>#no1351]] - [[1401>#no1401]] - [[1451>#no1451]] - [[1501>#no1501]] - [[1551>#no1551]] - [[1601>#no1601]] - [[1651>#no1651]] - [[1701>#no1701]] - [[1751>#no1751]]
#sortabletable(sort=Number|String|Number|String|String|Number|Number|Number|Number|Number|Number|Number){{
|~No|~Ì¾¾Î|~¡ú|~Éð|~¼ç&br;Â°|~Éû&br;Â°|~HP|~¹¶·â|~²óÉü|~¿Ê²½&br;PT|~ºÇÂçLv|~ºÇÂç·Ð¸³ÃÍ|~É¬Í×¿Ê²½|h
|946|[¹¬±¿²¦]¥Æ¥ë¥ë|5|·õ|BGCOLOR(#bba6f1):°Ç|-|10179|11133|3895|396|50|1253087|800|
|947|[¹¬Ê¡²¦]¥Æ¥ë¥ë|6|·õ|BGCOLOR(#bba6f1):°Ç|-|18039|16235|4923|671|80|4465126|-|
|948|[Å»Îµ²¦]¥ê¥å¡¼¥·¥å|5|Áä|BGCOLOR(#a6f1f1):¿å|-|4225|15148|4178|396|50|1253087|800|
|949|[Å»Î¶²¦]¥ê¥å¡¼¥·¥å|6|Áä|BGCOLOR(#a6f1f1):¿å|-|5472|23619|5986|671|80|4465126|-|
|950|[µ³¹¡²¦]¥ª¥Õ¥£¡¼¥ê¥¢|5|Áä|BGCOLOR(#f1f1a6):¸÷|-|3072|13510|3342|396|50|1253087|800|
|951&aname(no951);|[µ³ÈÞ²¦]¥ª¥Õ¥£¡¼¥ê¥¢|6|Áä|BGCOLOR(#f1f1a6):¸÷|-|4840|24564|5295|671|80|4465126|-|
|952|[±Æ¶ô²¦]¥·¥Ã¥¯¥¹|5|Áä|BGCOLOR(#bba6f1):°Ç|-|4225|14739|4595|396|50|1253087|800|
|953|[°Ç¶ô²¦]¥·¥Ã¥¯¥¹|6|Áä|BGCOLOR(#bba6f1):°Ç|-|5472|23147|6446|671|80|4465126|-|
|954|[¼ëÏµ²¦]¥°¥ê¥à¥Ç¥£¥¢|5|µÝ|BGCOLOR(#f1bba6):²Ð|-|6426|9678|2471|396|50|1253087|800|
|955|[¼ëÎÄ²¦]¥°¥ê¥à¥Ç¥£¥¢|6|µÝ|BGCOLOR(#f1bba6):²Ð|-|10471|14168|6613|671|80|4465126|-|
|956|[¿åÊ¼²¦]¥Þ¥ê¥ó|5|µÝ|BGCOLOR(#a6f1f1):¿å|-|6426|9678|2471|396|50|1253087|800|
|957|[³¤Ê¼²¦]¥Þ¥ê¥ó|6|µÝ|BGCOLOR(#a6f1f1):¿å|-|10747|13565|7164|671|80|4465126|-|
|958|[µ­¿À]¥·¥ë¥ô¥£¥¢|5|µÝ|BGCOLOR(#f1f1a6):¸÷|-|7167|9947|5932|396|50|1253087|800|
|959|[Èë¿À]¥·¥ë¥ô¥£¥¢|6|µÝ|BGCOLOR(#f1f1a6):¸÷|-|10747|13867|7164|671|80|4465126|-|
|960|[Î®°å²¦]¥ì¥ó|5|¾ó|BGCOLOR(#f1bba6):²Ð|-|6990|3978|11578|396|50|1253087|800|
|961|[Î®Ï²²¦]¥ì¥ó|6|¾ó|BGCOLOR(#f1bba6):²Ð|-|10551|6171|21705|671|80|4465126|-|
|962|[Ï·½Ã²¦]¥³¥Ô|5|¾ó|BGCOLOR(#a6f1f1):¿å|-|7259|3703|12469|396|50|1253087|800|
|963|[Îî½Ã²¦]¥³¥Ô|6|¾ó|BGCOLOR(#a6f1f1):¿å|-|10852|5877|22738|671|80|4465126|-|
|964|[·èÀï·¿]¥ô¥¡¥Ã¥·¥å|6|Áä|BGCOLOR(#f1bba6):²Ð|-|7366|24092|3683|671|80|4465126|-|
|965|[¶¯²½·¿]¥¸¡¼¥¯|6|·õ|BGCOLOR(#bba6f1):°Ç|-|24534|13710|3517|671|80|4465126|-|
|966|¤Ê¤â¤Ê¤­¤ê¤å¤¦|6|·õ|BGCOLOR(#ffffff):Ìµ|-|19483|15875|4572|671|80|4465126|-|
|967|[RO]¥Ê¥¤¥È|5|Áä|BGCOLOR(#f1f1a6):¸÷|-|3264|13101|3969|396|50|1253087|800|
|968|[RO]¥í¡¼¥É¥Ê¥¤¥È|5|Áä|BGCOLOR(#f1f1a6):¸÷|-|3788|20785|4144|539|80|3434712|-|
|969|[RO]¥¢¥µ¥·¥ó|5|·õ|BGCOLOR(#bba6f1):°Ç|-|12724|8907|2272|396|50|1253087|800|
|970|[RO]¥¢¥µ¥·¥ó¥¯¥í¥¹|6|·õ|BGCOLOR(#bba6f1):°Ç|-|17318|14431|3868|539|80|3434712|-|
|971|[RO]¥¦¥£¥¶¡¼¥É|5|¾ó|BGCOLOR(#f1bba6):²Ð|-|4839|3566|11578|396|50|1253087|800|
|972|[RO]¥Ï¥¤¥¦¥£¥¶¡¼¥É|6|¾ó|BGCOLOR(#f1bba6):²Ð|-|7235|5289|19121|539|80|3434712|-|
|973|[RO]¥Ï¥ó¥¿¡¼|5|µÝ|BGCOLOR(#a6f1f1):¿å|-|7662|7259|4696|396|50|1253087|800|
|974|[RO]¥¹¥Ê¥¤¥Ñ¡¼|6|µÝ|BGCOLOR(#a6f1f1):¿å|-|10471|10249|7715|539|80|3434712|-|
|975|[ÉåÇÔ²¦]¥Ö¥ê¥È¥Ë¥£|5|·õ|BGCOLOR(#a6f1f1):¿å|-|11452|11133|3570|396|50|1253087|800|
|976|[ÉåÇÑ²¦]¥Ö¥ê¥È¥Ë¥£|6|·õ|BGCOLOR(#a6f1f1):¿å|-|19483|16596|4572|671|80|4465126|-|
|977|[¿©Æ¨²¦]¥·¥ã¥à|5|·õ|BGCOLOR(#f1f1a6):¸÷|-|11452|10815|3570|396|50|1253087|800|
|978|[¶ôÆ¨²¦]¥·¥ã¥à|6|·õ|BGCOLOR(#f1f1a6):¸÷|-|19483|16235|4748|671|80|4465126|-|
|979|[Å´ÍÕ²¦]¥¢¥¤¥é|5|Áä|BGCOLOR(#f1bba6):²Ð|-|3072|13510|3342|396|50|1253087|800|
|980|[ÉñÉ±²¦]¥¢¥¤¥é|6|Áä|BGCOLOR(#f1bba6):²Ð|-|5051|24564|5525|671|80|4465126|-|
|981|[´ÉÍý²¦]¥Ï¥ë¥ë|5|Áä|BGCOLOR(#a6f1f1):¿å|-|3264|12691|3551|396|50|1253087|800|
|982|[Áû»Å²¦]¥Ï¥ë¥ë|6|Áä|BGCOLOR(#a6f1f1):¿å|-|5261|24092|5756|671|80|4465126|-|
|983|[Ã¦¹ö²¦]¥¢¥À¥à|5|Áä|BGCOLOR(#bba6f1):°Ç|-|3456|13510|3342|396|50|1253087|800|
|984|[Ã¦¶Ë²¦]¥¢¥À¥à|6|Áä|BGCOLOR(#bba6f1):°Ç|-|5893|24564|4604|671|80|4465126|-|
|985|[Ê§Ëâ²¦]¥Ð¥í¥Ã¥¯|5|µÝ|BGCOLOR(#bba6f1):°Ç|-|6426|9947|3954|396|50|1253087|800|
|986|[Ê§°­²¦]¥Ð¥í¥Ã¥¯|6|µÝ|BGCOLOR(#bba6f1):°Ç|-|10471|14771|6062|671|80|4465126|-|
|987|[²á¿å²¦]¥ï¥È¥½¥ó|5|µÝ|BGCOLOR(#a6f1f1):¿å|-|6426|9678|3954|396|50|1253087|800|
|988|[²Ò¿å²¦]¥ï¥È¥½¥ó|6|µÝ|BGCOLOR(#a6f1f1):¿å|-|9369|14168|7164|671|80|4465126|-|
|989|[Çí¿©²¦]¥»¥ô¥ó|5|¾ó|BGCOLOR(#bba6f1):°Ç|-|7259|3429|11133|396|50|1253087|800|
|990|[Ã¥¶ô²¦]¥»¥ô¥ó|6|¾ó|BGCOLOR(#bba6f1):°Ç|-|11455|6171|21188|671|80|4465126|-|
|991|[À»Îá²¦]¥Þ¥­¥Ê|5|¾ó|BGCOLOR(#f1f1a6):¸÷|-|6990|3703|10688|396|50|1253087|800|
|992|[À»³¼²¦]¥Þ¥­¥Ê|6|¾ó|BGCOLOR(#f1f1a6):¸÷|-|10852|6465|20154|671|80|4465126|-|
|993|[´÷É±²¦]¤­¤­¤ç¤¦|5|¾ó|BGCOLOR(#f1bba6):²Ð|-|6721|3292|12469|396|50|1253087|800|
|994|[µ´É±²¦]¤­¤­¤ç¤¦|6|¾ó|BGCOLOR(#f1bba6):²Ð|-|10249|5877|22738|671|80|4465126|-|
|995|ÂÀÍÛ¤Î¤è¤ê¤·¤í|6|¾ó|BGCOLOR(#f1bba6):²Ð|-|500|500|500|1000|1|-|-|
|996|±«¤Î¤è¤ê¤·¤í|6|¾ó|BGCOLOR(#a6f1f1):¿å|-|500|500|500|1000|1|-|-|
|997|À±¤Î¤è¤ê¤·¤í|6|¾ó|BGCOLOR(#f1f1a6):¸÷|-|500|500|500|1000|1|-|-|
|998|·î¤Î¤è¤ê¤·¤í|6|¾ó|BGCOLOR(#bba6f1):°Ç|-|500|500|500|1000|1|-|-|
|999|[Í©ÊÄ²¦]¥¤¥¶¥Ù¥é|6|¾ó|BGCOLOR(#f1f1a6):¸÷|-|9646|3820|23255|671|80|4465126|-|
|1000|¤è¤ê¤Á¤í|6|¾ó|BGCOLOR(#ffffff):Ìµ|-|500|500|500|10|1|-|-|
|1001&aname(no1001);|¥°¥ì¥ó|4|·õ|BGCOLOR(#f1bba6):²Ð|-|8663|5775|2446|255|30|207517|400|
|1002|·õ»Î¥°¥ì¥ó|5|·õ|BGCOLOR(#f1bba6):²Ð|-|12724|9225|3246|396|50|1253087|800|
|1003|·õÆ®»Î¥°¥ì¥ó|6|·õ|BGCOLOR(#f1bba6):²Ð|-|20204|14431|4220|671|80|4465126|-|
|1004|¥ê¥ô¥£¥ª|4|Áä|BGCOLOR(#bba6f1):°Ç|-|4703|8646|3030|255|30|207517|400|
|1005|·æ»Î¥ê¥ô¥£¥ª|5|Áä|BGCOLOR(#bba6f1):°Ç|-|6145|15148|4178|396|50|1253087|800|
|1006|·æ²ü»Î¥ê¥ô¥£¥ª|6|Áä|BGCOLOR(#bba6f1):°Ç|-|8418|20312|5065|671|80|4465126|-|
|1007|¥µ¥ä|4|µÝ|BGCOLOR(#a6f1f1):¿å|-|5827|5006|5827|255|30|207517|400|
|1008|µÝ¼ê¥µ¥ä|5|µÝ|BGCOLOR(#a6f1f1):¿å|-|7709|6790|9009|396|50|1253087|800|
|1009|Á®µÝ¼ê¥µ¥ä|6|µÝ|BGCOLOR(#a6f1f1):¿å|-|10195|10852|10195|671|80|4465126|-|
|1010|¥¨¥ë¥Õ¥£|4|¾ó|BGCOLOR(#f1f1a6):¸÷|-|5006|4477|7045|255|30|207517|400|
|1011|Öà½÷¥¨¥ë¥Õ¥£|5|¾ó|BGCOLOR(#f1f1a6):¸÷|-|6990|6036|12469|396|50|1253087|800|
|1012|ÎµÖà½÷¥¨¥ë¥Õ¥£|6|¾ó|BGCOLOR(#f1f1a6):¸÷|-|10551|7052|19121|671|80|4465126|-|
|1013|[ÀÖ·¤²¦]¥«¥ì¥ó|5|·õ|BGCOLOR(#f1bba6):²Ð|-|13360|8907|2272|396|50|1253087|800|
|1014|[¼ë·¤²¦]¥«¥ì¥ó|6|·õ|BGCOLOR(#f1bba6):²Ð|-|23451|16957|4220|671|80|4465126|-|
|1015|[Ø¨¿©²¦]¥¯¥È¥¥|5|·õ|BGCOLOR(#a6f1f1):¿å|-|13678|8270|2434|396|50|1253087|800|
|1016|[Ø¨¶ô²¦]¥¯¥È¥¥|6|·õ|BGCOLOR(#a6f1f1):¿å|-|23812|16235|4572|671|80|4465126|-|
|1017|[Á±²¦]¥ë¥­¥¦¥¹|5|·õ|BGCOLOR(#f1f1a6):¸÷|-|13678|8589|2272|396|50|1253087|800|
|1018|[¶ò²¦]¥ë¥­¥¦¥¹|6|·õ|BGCOLOR(#f1f1a6):¸÷|-|23812|16596|4220|671|80|4465126|-|
|1019|[¹õÅ´²¦]¤³¤¸¤í¤¦|5|·õ|BGCOLOR(#bba6f1):°Ç|-|13997|8589|2110|396|50|1253087|800|
|1020|[¹õ·õ²¦]¤³¤¸¤í¤¦|6|·õ|BGCOLOR(#bba6f1):°Ç|-|24173|16596|3868|671|80|4465126|-|
|1021|[¿©µá²¦]¥ô¥¡¥ó|5|Áä|BGCOLOR(#f1bba6):²Ð|-|3456|14329|3760|396|50|1253087|800|
|1022|[¿©Ãµ²¦]¥ô¥¡¥ó|6|Áä|BGCOLOR(#f1bba6):²Ð|-|6103|25509|6216|671|80|4465126|-|
|1023|[Í¦µ¤²¦]B/¥¸¥§¥Ã¥¿¡¼|5|Áä|BGCOLOR(#a6f1f1):¿å|-|3648|13510|3969|396|50|1253087|800|
|1024|[¹äÍ¦²¦]B/¥¸¥§¥Ã¥¿¡¼|6|Áä|BGCOLOR(#a6f1f1):¿å|-|6524|24564|6677|671|80|4465126|-|
|1025|[¼é½â²¦]¥¤¡¼¥¸¥¹|5|Áä|BGCOLOR(#f1f1a6):¸÷|-|3648|13920|3760|396|50|1253087|800|
|1026|[¸î½â²¦]¥¤¡¼¥¸¥¹|6|Áä|BGCOLOR(#f1f1a6):¸÷|-|6524|25036|6216|671|80|4465126|-|
|1027|[Òë²¦]¥ô¥£¥ë¥Ø¥¤¥à|5|Áä|BGCOLOR(#bba6f1):°Ç|-|3841|13920|3551|396|50|1253087|800|
|1028|[Òë·ì²¦]¥ô¥£¥ë¥Ø¥¤¥à|6|Áä|BGCOLOR(#bba6f1):°Ç|-|6945|25036|5986|671|80|4465126|-|
|1029|[È¿µÕ²¦]¥¨¥ë¥¬|5|µÝ|BGCOLOR(#f1bba6):²Ð|-|6673|6721|5437|396|50|1253087|800|
|1030|[ÈÀµÕ²¦]¥¨¥ë¥¬|6|µÝ|BGCOLOR(#f1bba6):²Ð|-|10747|12058|11022|671|80|4465126|-|
|1031|[³¤É±²¦]¥ê¡¼¥ô¥¡|5|µÝ|BGCOLOR(#a6f1f1):¿å|-|6673|6721|5437|396|50|1253087|800|
|1032|[³¤ÈÞ²¦]¥ê¡¼¥ô¥¡|6|µÝ|BGCOLOR(#a6f1f1):¿å|-|11022|11455|11298|671|80|4465126|-|
|1033|[¹ç¶â²¦]Êõ¾ò¤æ¤ê|5|µÝ|BGCOLOR(#f1f1a6):¸÷|-|6920|6452|5437|396|50|1253087|800|
|1034|[¹ä¶â²¦]Êõ¾ò¤æ¤ê|6|µÝ|BGCOLOR(#f1f1a6):¸÷|-|11022|11757|11022|671|80|4465126|-|
|1035|[·ì²õ²¦]¥«¥¤¥í¥¹|5|µÝ|BGCOLOR(#bba6f1):°Ç|-|7167|6452|5190|396|50|1253087|800|
|1036|[ÃÇºá²¦]¥«¥¤¥í¥¹|6|µÝ|BGCOLOR(#bba6f1):°Ç|-|11298|11757|10747|671|80|4465126|-|
|1037|[½¾Â°²¦]¥«¥µ¥ó¥É¥é|5|¾ó|BGCOLOR(#f1bba6):²Ð|-|6721|5624|13360|396|50|1253087|800|
|1038|[½¾Çû²¦]¥«¥µ¥ó¥É¥é|6|¾ó|BGCOLOR(#f1bba6):²Ð|-|11455|7787|23255|671|80|4465126|-|
|1039|[°­ÅÌ²¦]¥í¥ì¥Ã¥¿|5|¾ó|BGCOLOR(#a6f1f1):¿å|-|6990|5350|13805|396|50|1253087|800|
|1040|[ËâÆ³²¦]¥í¥ì¥Ã¥¿|6|¾ó|BGCOLOR(#a6f1f1):¿å|-|11757|7493|23772|671|80|4465126|-|
|1041|[¼ùÎî²¦]¥ª¥ë¥¬¥Ê|5|¾ó|BGCOLOR(#f1f1a6):¸÷|-|6990|5487|13360|396|50|1253087|800|
|1042|[À»Îî²¦]¥ª¥ë¥¬¥Ê|6|¾ó|BGCOLOR(#f1f1a6):¸÷|-|11757|7640|23255|671|80|4465126|-|
|1043|[¼í¿À²¦]¥¼¥¯¥È|5|¾ó|BGCOLOR(#bba6f1):°Ç|-|7259|5487|12914|396|50|1253087|800|
|1044|[»¦¿À²¦]¥¼¥¯¥È|6|¾ó|BGCOLOR(#bba6f1):°Ç|-|12058|7640|22738|671|80|4465126|-|
|1045|[µ³»Î]¥¢¥ó¥¸¥§¥ê¥«|4|·õ|BGCOLOR(#f1f1a6):¸÷|-|8663|5775|2446||30|||
|1046|[µ³»ÎÂâÄ¹]¥¢¥ó¥¸¥§¥ê¥«|5|·õ|BGCOLOR(#f1f1a6):¸÷|-|12724|9225|3246||50|||
|1047|[½ã·éµ³»Î]¥¢¥ó¥¸¥§¥ê¥«|6|·õ|BGCOLOR(#f1f1a6):¸÷|-|20204|14431|4220||80|||
|1048|¥¢¥ë¥Ù¥ë¥È|5|Áä|BGCOLOR(#f1bba6):²Ð|-|||||50|||
|1049|||||||||||||
|1050|¥¨¥ê¥¹|5|¾ó|BGCOLOR(#bba6f1):°Ç|-|9678|4389|17813|396|50|1253087|800|
|1051&aname(no1051);|[Îµ²½¾¯½÷]¥¨¥ê¥¹|6|¾ó|BGCOLOR(#bba6f1):°Ç|-|10852|4701|20671|671|80|4465126|-|
|1052|||||||||||||
|1053|||||||||||||
|1054|[Í©¼Ô²¦]¥Ö¥ì¥¤¥ô|5|·õ|BGCOLOR(#f1bba6):²Ð|-|13360|8907|2272|396|50|1253087|800|
|1055|[Ëâ·õ²¦]¥Ö¥ì¥¤¥ô|6|·õ|BGCOLOR(#f1bba6):²Ð|-|22730|16235|4044|671|80|4465126|-|
|1056|[ÇòÆ³²¦]¥·¥í¥Ê|5|¾ó|BGCOLOR(#f1f1a6):¸÷|-|6990|4801|13805|396|50|1253087|800|
|1057|[ÇòËâ²¦]¥·¥í¥Ê|6|¾ó|BGCOLOR(#f1f1a6):¸÷|-|9948|6612|22738|671|80|4465126|-|
|1058|[ÉðÆ®²¦]¥Ê¥Ê|5|Áä|BGCOLOR(#a6f1f1):¿å|-|3648|13510|3969|396|50|1253087|800|
|1059|[ÉñÆ®²¦]¥Ê¥Ê|6|Áä|BGCOLOR(#a6f1f1):¿å|-|5261|24564|5295|671|80|4465126|-|
|1060|[Æ»²½²¦]¥¯¥é¥¦¥ó|5|µÝ|BGCOLOR(#f1f1a6):¸÷|-|7167|6452|5190|396|50|1253087|800|
|1061|[Æ³²½²¦]¥¯¥é¥¦¥ó|6|µÝ|BGCOLOR(#f1f1a6):¸÷|-|11022|11757|10471|671|80|4465126|-|
|1062|[¶ÙÎµ²¦]¥µ¥«¥µ|5|·õ|BGCOLOR(#a6f1f1):¿å|-|13360|8907|2272|396|50|1253087|800|
|1063|[µ¶¶Ù²¦]¥µ¥«¥µ|6|·õ|BGCOLOR(#a6f1f1):¿å|-|22369|16596|4044|671|80|4465126|-|
|1064|[±Æ²¦]¥¹¥Ú¥¢|5|Áä|BGCOLOR(#bba6f1):°Ç|-|3648|13510|3969|396|50|1253087|800|
|1065|[±ÆÃ¥²¦]¥¹¥Ú¥¢|6|Áä|BGCOLOR(#bba6f1):°Ç|-|5682|24564|5065|671|80|4465126|-|
|1066|[¼éÂ²²¦]¥­¥ê¥¯|5|µÝ|BGCOLOR(#f1bba6):²Ð|-|7167|6452|5190|396|50|1253087|800|
|1067|[¼íÂ²²¦]¥­¥ê¥¯|6|µÝ|BGCOLOR(#f1bba6):²Ð|-|11298|11757|10747|671|80|4465126|-|
|1068|[¹õÆ³²¦]¥¯¥í¥«|5|¾ó|BGCOLOR(#bba6f1):°Ç|-|6990|4801|13805|396|50|1253087|800|
|1069|[¹õËâ²¦]¥¯¥í¥«|6|¾ó|BGCOLOR(#bba6f1):°Ç|-|9948|6906|21188|671|80|4465126|-|
|1070|[ÂçËâ²¦]¥Ö¥ì¥¤¥É|6|·õ|BGCOLOR(#bba6f1):°Ç|-|22730|16235|4044|671|80|3434712|-|
|1071|[ÅÅ»ÒÉ±]¥¢¥¯¥ï¥¤¥¢¤Á¤ã¤ó|6|Áä|BGCOLOR(#f1bba6):²Ð|-|5051|22674|4604|608|80|3434712|-|
|1072|¥¨¥Ó¥ë¥¢¡¼¥µ¡¼|5|·õ|BGCOLOR(#BBA6F1):°Ç|-|11770|12088|3246|396|50|1253087|800|
|1073|ÂÄ²¦¥¨¥Ó¥ë¥¢¡¼¥µ¡¼|6|·õ|BGCOLOR(#BBA6F1):°Ç|-|20204|17318|4572|671|80|4465126|-|
|1074|¥ô¥£¥ô¥£¥¢¥ó|5|·õ|BGCOLOR(#a6f1f1):¿å|-|11452|11452|3570|396|50|1253087|800|
|1075|¸ÐÍÅÀº¥ô¥£¥ô¥£¥¢¥ó|6|·õ|BGCOLOR(#a6f1f1):¿å|-|19843|16596|5099|671|80|4465126|-|
|1076|¥ä¥·¥í|5|Áä|BGCOLOR(#f1bba6):²Ð|-|3072|13920|3342|396|50|1253087|800|
|1077|¿À¼ç¸Ñ¥ä¥·¥í|6|Áä|BGCOLOR(#f1bba6):²Ð|-|4419|22674|5756|671|80|4465126|-|
|1078|¥ª¥ê¥¸¥ó|5|µÝ|BGCOLOR(#f1f1a6):¸÷|-|5932|9141|5190|396|50|1253087|800|
|1079|¥ª¥ê¥¸¥ó¡§¥Þ¥­¥Ê|6|µÝ|BGCOLOR(#f1f1a6):¸÷|-|8818|13867|8818|671|80|4465126|-|
|1080|¥«¥Ê¥ó|5|µÝ|BGCOLOR(#ffffff):Ìµ|-|6426|8872|5437|396|50|1253087|800|
|1081|±Êµ×Îµ¥«¥Ê¥ó|6|µÝ|BGCOLOR(#ffffff):Ìµ|-|9644|13565|9644|671|80|4465126|-|
|1082|¥ª¥Ù¥í¥ó|5|µÝ|BGCOLOR(#BBA6F1):°Ç|-|6920|8603|5190|396|50|1253087|800|
|1083|ÂÄÀº²¦¥ª¥Ù¥í¥ó|6|µÝ|BGCOLOR(#BBA6F1):°Ç|-|10195|13264|9669|671|80|4465126|-|
|1084|¥Õ¥¡¥Æ¥£¥Þ|5|¾ó|BGCOLOR(#f1f1a6):¸÷|-|5914|3566|11578|396|50|1253087|800|
|1085|¸¸ÁÕ¼Ô¥Õ¥¡¥Æ¥£¥Þ|6|¾ó|BGCOLOR(#f1f1a6):¸÷|-|10249|5583|20671|671|80|4465126|-|
|1086|À»²¦¥¢¡¼¥µ¡¼|6|·õ|BGCOLOR(#f1f1a6):¸÷|-|20204|15875|4220|671|80|3434712|-|
|1087|°­µº²¦¥í¥­|6|¾ó|BGCOLOR(#FFFFFF):Ìµ|-|9948|5877|20154|671|80|4465126|-|
|1088|¤á¤¿¤Ü¤ó|6|¾ó|BGCOLOR(#BBA6F1):°Ç|-|7458|3665|10459|439|50|992132|-|
|1089|ÀÖ¤á¤¿¤Ü¤ó|6|¾ó|BGCOLOR(#f1bba6):²Ð|-|7458|3665|10459|439|50|1289772|-|
|1090|ÀÄ¤á¤¿¤Ü¤ó|6|¾ó|BGCOLOR(#a6f1f1):¿å|-|7458|3665|10459|439|50|992132|-|
|1091|²«¤á¤¿¤Ü¤ó|6|¾ó|BGCOLOR(#f1f1a6):¸÷|-|7458|3665|10459|439|50|1289772|-|
|1092|³¥¤á¤¿¤Ü¤ó|6|¾ó|BGCOLOR(#FFFFFF):Ìµ|-|7458|3665|10459|439|50|1289772|-|
|1093|¤Ò¤Ä¤¸¤í(¹çÀ®ÍÑ)|5|¾ó|BGCOLOR(#ffffff):Ìµ|-|500|500|500|200|1|-|-|
|1094|[¼ëÎî¿À]¥¨¥ë¥­¥¢|5|Áä|BGCOLOR(#f1bba6):²Ð|-|5377|17195|4178|396|50|1253087|800|
|1095|[¹ÈÎî¿À]¥¨¥ë¥­¥¢|6|Áä|BGCOLOR(#f1bba6):²Ð|-|6945|26926|6677|671|80|4465126|-|
|1096|[ÁóÎî¿À]¥¢¥ë¥Þ¥Õ|5|¾ó|BGCOLOR(#a6f1f1):¿å|-|8603|5761|14250|396|50|1253087|800|
|1097|[ÊËÎî¿À]¥¢¥ë¥Þ¥Õ|6|¾ó|BGCOLOR(#a6f1f1):¿å|-|13264|7934|23772|671|80|4465126|-|
|1098|[µ±Îî¿À]¥ë¡¦¥ª¥ó|5|µÝ|BGCOLOR(#f1f1a6):¸÷|-|8898|9678|6920|396|50|1253087|800|
|1099|[Á®Îî¿À]¥ë¡¦¥ª¥ó|6|µÝ|BGCOLOR(#f1f1a6):¸÷|-|11573|14470|11022|671|80|4465126|-|
|1100|[¹õÎî¿À]¥É¥ë¥ß¥¢|5|·õ|BGCOLOR(#BBA6F1):°Ç|-|17178|13360|2759|396|50|1253087|800|
|1101&aname(no1101);|[Ì½Îî¿À]¥É¥ë¥ß¥¢|6|·õ|BGCOLOR(#BBA6F1):°Ç|-|26338|18761|4220|671|80|4465126|-|
|1102|[Á®¼ù²¦]¥ê¥¨¥é|5|·õ|BGCOLOR(#f1f1a6):¸÷|-|12088|11452|3408|396|50|1253087|800|
|1103|[Á®²Ö²¦]¥ê¥¨¥é|6|·õ|BGCOLOR(#f1f1a6):¸÷|-|20565|16957|4748|671|80|4465126|-|
|1104|[±ê¼ù²¦]¥Þ¥°¥Ê|5|µÝ|BGCOLOR(#f1bba6):²Ð|-|6673|8603|5684|396|50|1253087|800|
|1105|[±ê´ñ²¦]¥Þ¥°¥Ê|6|µÝ|BGCOLOR(#f1bba6):²Ð|-|9920|13264|9920|671|80|4465126|-|
|1106|[¹õ¼ù²¦]¥¸¥å¥¼|5|Áä|BGCOLOR(#BBA6F1):°Ç|-|3264|14739|3551|396|50|1253087|800|
|1107|[¹õÄ³²¦]¥¸¥å¥¼|6|Áä|BGCOLOR(#BBA6F1):°Ç|-|4630|23619|5986|671|80|4465126|-|
|1108|[Âí¼ù²¦]¥Õ¥é¥ó|5|¾ó|BGCOLOR(#a6f1f1):¿å|-|5377|4115|12469|396|50|1253087|800|
|1109|[ÂíÍÕ²¦]¥Õ¥é¥ó|6|¾ó|BGCOLOR(#a6f1f1):¿å|-|9646|7346|21705|671|80|4465126|-|
|1110|[¿¿¼ù²¦]¥¢¥ë¥¨¥ê¥¢|6|µÝ|BGCOLOR(#f1f1a6):¸÷|-|8403|9141|8403|608|80|3434712|1200|
|1111|[¿À¼ù²¦]¥¢¥ë¥¨¥ê¥¢|6|µÝ|BGCOLOR(#f1f1a6):¸÷|BGCOLOR(#f1bba6):²Ð|10747|13264|9920|819|99|7819718|-|
