* モンスター図鑑 [#de0cefec]

&color(,#eee){ページ内リンク};
[[001>#no001]] - [[101>#no101]] - [[201>#no201]] - [[301>#no301]] - [[401>#no401]] - [[501>#no501]] - [[601>#no601]] - [[701>#no701]] - [[801>#no801]] - [[901>#no901]] - [[1001>#no1001]] - [[1101>#no1101]] - [[1201>#no1201]] - [[1301>#no1301]] - [[1401>#no1401]] - [[1501>#no1501]] - [[1601>#no1601]] - [[1701>#no1701]] - [[1801>#no1801]] - [[1901>#no1901]] - [[2001>#no2001]] - [[2101>#no2101]] - [[2201>#no2201]] - [[2301>#no2301]] - [[2401>#no2401]] - [[2501>#no2501]] - [[2601>#no2601]] - [[2701>#no2701]] - [[2801>#no2801]] - [[2901>#no2901]] - [[3001>#no3101]] - [[3101>#no3101]] - [[3201>#no3201]]- [[3301>#no3301]]- [[3401>#no3401]]- [[3501>#no3501]]- [[3601>#no3601]]- [[3701>#no3701]]- [[3801>#no3801]]]]- [[3901>#no3901]]]]- [[4001>#no4001]]]]

#style(class=enableFilter){{
|~No|~名称			|~タイプ|~属性|h
|2019|[[剛腕番長・ギガンテス>モンスター図鑑/2019]]|体力|BGCOLOR(#f1bba6):火闇|
|2020|[[紅焔の舞巫女・ミニちよめ>モンスター図鑑/2020]]|バランス|BGCOLOR(#f1bba6):火火|
|2021|[[幻神・ミニおーでぃん>モンスター図鑑/2021]]|神|BGCOLOR(#f1bba6):火火|
|2022|[[ミニあまてらすおおかみ>モンスター図鑑/2022]]|神|BGCOLOR(#f1f1a6):光光|
|2023|[[聖海神・ミニいしす>モンスター図鑑/2023]]|神|BGCOLOR(#a6f1f1):水水|
|2024|[[ミニやまとたける>モンスター図鑑/2024]]|神|BGCOLOR(#f1bba6):火火|
|2025|[[ミニあんどろめだ>モンスター図鑑/2025]]|神|BGCOLOR(#a6f1f1):水水|
|2026|[[ミニぺるせうす>モンスター図鑑/2026]]|神|BGCOLOR(#bbf1a6):木木|
|2027|[[ミニそんごくう>モンスター図鑑/2027]]|神|BGCOLOR(#f1f1a6):光光|
|2028|[[ミニぱんどら>モンスター図鑑/2028]]|神|BGCOLOR(#bba6f1):闇闇|
|2029|[[クラウド>モンスター図鑑/2029]]|攻撃|BGCOLOR(#f1f1a6):光|
|2030|[[クラウド＆ハーディ＝デイトナ>モンスター図鑑/2030]]|攻撃/マシン|BGCOLOR(#f1f1a6):光光|
|2031|[[セフィロス>モンスター図鑑/2031]]|攻撃|BGCOLOR(#bba6f1):闇|
|2032|[[堕ちた英雄・セフィロス>モンスター図鑑/2032]]|攻撃/悪魔|BGCOLOR(#bba6f1):闇闇|
|2033|[[スコール>モンスター図鑑/2033]]|攻撃|BGCOLOR(#f1bba6):火|
|2034|[[孤高の獅子・スコール>モンスター図鑑/2034]]|攻撃|BGCOLOR(#f1bba6):火光|
|2035|[[リノア>モンスター図鑑/2035]]|回復|BGCOLOR(#a6f1f1):水|
|2036|[[魔女の継承者・リノア>モンスター図鑑/2036]]|回復/悪魔|BGCOLOR(#a6f1f1):水水|
|2037|[[ジタン>モンスター図鑑/2037]]|攻撃|BGCOLOR(#bbf1a6):木|
|2038|[[トランス・ジタン>モンスター図鑑/2038]]|攻撃|BGCOLOR(#bbf1a6):木光|
|2039|[[ビビ>モンスター図鑑/2039]]|攻撃|BGCOLOR(#bba6f1):闇|
|2040|[[トランス・ビビ>モンスター図鑑/2040]]|攻撃|BGCOLOR(#bba6f1):闇火|
|2041|[[ティーダ>モンスター図鑑/2041]]|体力|BGCOLOR(#a6f1f1):水|
|2042|[[祈り子の夢・ティーダ>モンスター図鑑/2042]]|体力|BGCOLOR(#a6f1f1):水光|
|2043|[[ユウナ>モンスター図鑑/2043]]|回復|BGCOLOR(#f1f1a6):光|
|2044|[[決意の召喚士・ユウナ>モンスター図鑑/2044]]|回復|BGCOLOR(#f1f1a6):光水|
|2045|[[エース>モンスター図鑑/2045]]|バランス|BGCOLOR(#f1bba6):火|
|2046|[[アギト候補生・エース>モンスター図鑑/2046]]|バランス|BGCOLOR(#f1bba6):火闇|
|2047|[[エモ>モンスター図鑑/2047]]|回復|BGCOLOR(#bbf1a6):木|
|2048|[[時空ノ水晶・エモ＆タツノコ>モンスター図鑑/2048]]|回復/神|BGCOLOR(#bbf1a6):木闇|
|2049|[[ウォル>モンスター図鑑/2049]]|攻撃|BGCOLOR(#f1f1a6):光|
|2050|[[黎明のナイト・ウォル>モンスター図鑑/2050]]|攻撃/体力|BGCOLOR(#f1f1a6):光火|
|2051|[[でぶチョコボ>モンスター図鑑/2051]]|体力|BGCOLOR(#f1f1a6):光|
|2052|[[カオス>モンスター図鑑/2052]]|悪魔|BGCOLOR(#bba6f1):闇光|
|2053|[[パラメキア皇帝>モンスター図鑑/2053]]|バランス/悪魔|BGCOLOR(#a6f1f1):水闇|
|2054|[[暗闇の雲>モンスター図鑑/2054]]|悪魔|BGCOLOR(#bbf1a6):木闇|
|2055|[[ゼロムス>モンスター図鑑/2055]]|悪魔/体力|BGCOLOR(#bba6f1):闇火|
|2056|[[ネオエクスデス>モンスター図鑑/2056]]|バランス/悪魔|BGCOLOR(#f1f1a6):光光|
|2057|[[ギルガメッシュ>モンスター図鑑/2057]]|攻撃/体力|BGCOLOR(#f1bba6):火水|
|2058|[[ケフカ>モンスター図鑑/2058]]|悪魔|BGCOLOR(#bba6f1):闇|
|2059|[[妖星乱舞・ケフカ>モンスター図鑑/2059]]|悪魔/神|BGCOLOR(#bba6f1):闇火|
|2060|[[クラウドのバスターソード>モンスター図鑑/2060]]|強化合成用|BGCOLOR(#f1f1a6):光|
|2061|[[セフィロスの正宗>モンスター図鑑/2061]]|強化合成用|BGCOLOR(#bba6f1):闇|
|2062|[[スコールのガンブレード>モンスター図鑑/2062]]|強化合成用|BGCOLOR(#f1bba6):火|
|2063|[[リノアの円月輪>モンスター図鑑/2063]]|強化合成用|BGCOLOR(#a6f1f1):水|
|2064|[[ジタンのメイジマッシャー>モンスター図鑑/2064]]|強化合成用|BGCOLOR(#bbf1a6):木|
|2065|[[ティーダのフラタニティ>モンスター図鑑/2065]]|強化合成用|BGCOLOR(#f1f1a6):光|
|2066|[[ユウナのロッド>モンスター図鑑/2066]]|強化合成用|BGCOLOR(#a6f1f1):水|
|2067|[[超絶キンメタたまドラ>モンスター図鑑/2067]]|強化合成用|BGCOLOR(#bba6f1):闇|
|2068|[[アーミル>モンスター図鑑/2068]]|悪魔|BGCOLOR(#bba6f1):闇木|
|2069|[[黒獣魔の子分・アーミル>モンスター図鑑/2069]]|悪魔/回復|BGCOLOR(#bba6f1):闇木|
|2070|[[ティンニン＆メタトロン>モンスター図鑑/2070]]|ドラゴン/回復|BGCOLOR(#f1f1a6):光光|
|2071|[[ヨウたまドラ>モンスター図鑑/2071]]|強化合成用|BGCOLOR(#a6f1f1):水|
|2072|[[ティンニンたまドラ>モンスター図鑑/2072]]|強化合成用|BGCOLOR(#f1f1a6):光|
|2073|[[覚醒レイラン>モンスター図鑑/2073]]|体力/攻撃|BGCOLOR(#f1bba6):火火|
|2074|[[覚醒カリン>モンスター図鑑/2074]]|ドラゴン/攻撃|BGCOLOR(#a6f1f1):水水|
|2075|[[覚醒メイメイ>モンスター図鑑/2075]]|体力/攻撃|BGCOLOR(#bbf1a6):木木|
|2076|[[覚醒ハク>モンスター図鑑/2076]]|神/回復|BGCOLOR(#bba6f1):闇水|
|2077|[[翠輝星の麒麟・サクヤ>モンスター図鑑/2077]]|神/体力/ドラゴン|BGCOLOR(#f1f1a6):光木|
|2078|[[劫火の威女神・カーリー>モンスター図鑑/2078]]|神/ドラゴン|BGCOLOR(#bba6f1):闇火|
|2079|[[日輪の勇将神・クリシュナ>モンスター図鑑/2079]]|神/バランス|BGCOLOR(#f1bba6):火火|
|2080|[[知徳の麗女神・サラスヴァティ>モンスター図鑑/2080]]|神/回復|BGCOLOR(#a6f1f1):水水|
|2081|[[秩序の創界神・ヴィシュヌ>モンスター図鑑/2081]]|神/攻撃|BGCOLOR(#bbf1a6):木木|
|2082|[[招財の学問神・ガネーシャ>モンスター図鑑/2082]]|神/回復|BGCOLOR(#f1f1a6):光光|
|2083|[[魔掌の討女神・ドゥルガー>モンスター図鑑/2083]]|神/悪魔|BGCOLOR(#bba6f1):闇水|
|2084|[[きまぐれ召喚・でぶチョコボ>モンスター図鑑/2084]]|体力|BGCOLOR(#f1f1a6):光光|
|2085|[[キティズフェスタ★ジョーカー>モンスター図鑑/2085]]|ドラゴン/悪魔|BGCOLOR(#bba6f1):闇闇|
|2086|[[キティ＆ティラノス>モンスター図鑑/2086]]|バランス/ドラゴン|BGCOLOR(#f1bba6):火火|
|2087|[[けろっぴ＆プレシオス>モンスター図鑑/2087]]|体力/ドラゴン|BGCOLOR(#a6f1f1):水水|
|2088|[[メロディ＆ブラキオス>モンスター図鑑/2088]]|バランス/ドラゴン|BGCOLOR(#bbf1a6):木木|
|2089|[[たまドラプリン☆アラモード>モンスター図鑑/2089]]|体力|BGCOLOR(#f1f1a6):光光|
|2090|[[プリンセス・ヴァルキティハート>モンスター図鑑/2090]]|回復|BGCOLOR(#f1f1a6):光光|
|2091|[[剛龍帝・リファイブ>モンスター図鑑/2091]]|ドラゴン|BGCOLOR(#f1bba6):火|
|2092|[[爆天の剛龍帝・リファイブ>モンスター図鑑/2092]]|ドラゴン/神|BGCOLOR(#f1bba6):火光|
|2093|[[フェニックスライダー>モンスター図鑑/2093]]|攻撃|BGCOLOR(#f1bba6):火水|
|2094|[[フェニックスライダー・ヴァレン>モンスター図鑑/2094]]|攻撃/回復|BGCOLOR(#f1bba6):火水|
|2095|[[クラーケンライダー>モンスター図鑑/2095]]|攻撃|BGCOLOR(#a6f1f1):水光|
|2096|[[クラーケンライダー・ネル>モンスター図鑑/2096]]|攻撃/悪魔|BGCOLOR(#a6f1f1):水光|
|2097|[[グリフォンライダー>モンスター図鑑/2097]]|攻撃|BGCOLOR(#bbf1a6):木闇|
|2098|[[グリフォンライダー・ギリアム>モンスター図鑑/2098]]|攻撃/悪魔|BGCOLOR(#bbf1a6):木闇|
|2099|[[ユニコーンライダー>モンスター図鑑/2099]]|攻撃|BGCOLOR(#f1f1a6):光火|
|2100|[[ユニコーンライダー・リーネ>モンスター図鑑/2100]]|攻撃/回復|BGCOLOR(#f1f1a6):光火|
|2101&aname(no2101);|[[ケルベロスライダー>モンスター図鑑/2101]]|攻撃|BGCOLOR(#bba6f1):闇木|
|2102|[[ケルベロスライダー・ジゼ>モンスター図鑑/2102]]|攻撃/悪魔|BGCOLOR(#bba6f1):闇木|
|2103|[[周瑜>モンスター図鑑/2103]]|回復|BGCOLOR(#a6f1f1):水水|
|2104|[[秀麗の智将軍・周瑜>モンスター図鑑/2104]]|回復/ドラゴン|BGCOLOR(#a6f1f1):水木|
|2105|[[富山の色彩・氷見うどん>モンスター図鑑/2105]]|体力/攻撃|BGCOLOR(#f1f1a6):光火|
|2106|[[弓使い・ゼル>モンスター図鑑/2106]]|攻撃|BGCOLOR(#bbf1a6):木|
|2107|[[ハンター・ゼル>モンスター図鑑/2107]]|攻撃|BGCOLOR(#bbf1a6):木木|
|2108|[[エスパー・41号>モンスター図鑑/2108]]|バランス|BGCOLOR(#f1f1a6):光|
|2109|[[超人・41号>モンスター図鑑/2109]]|バランス|BGCOLOR(#f1f1a6):光水|
|2110|[[ドラキュラ・イベリ公>モンスター図鑑/2110]]|悪魔|BGCOLOR(#bba6f1):闇|
|2111|[[ナイトスター・イベリ公>モンスター図鑑/2111]]|悪魔|BGCOLOR(#bba6f1):闇闇|
|2112|[[キュウビ>モンスター図鑑/2112]]|攻撃|BGCOLOR(#f1bba6):火|
|2113|[[白炎狐・キュウビ>モンスター図鑑/2113]]|攻撃/神|BGCOLOR(#f1bba6):火火|
|2114|[[古の木獣>モンスター図鑑/2114]]|体力|BGCOLOR(#bbf1a6):木|
|2115|[[木牛ガヴナン>モンスター図鑑/2115]]|体力|BGCOLOR(#bbf1a6):木木|
|2116|[[ピアニース>モンスター図鑑/2116]]|攻撃|BGCOLOR(#a6f1f1):水|
|2117|[[誘水姫・ピアニース>モンスター図鑑/2117]]|攻撃|BGCOLOR(#a6f1f1):水水|
|2118|[[鎌士ユカリ>モンスター図鑑/2118]]|バランス|BGCOLOR(#bba6f1):闇|
|2119|[[闇鎌士ユカリ>モンスター図鑑/2119]]|バランス|BGCOLOR(#bba6f1):闇闇|
|2120|[[アーサー>モンスター図鑑/2120]]|バランス|BGCOLOR(#f1f1a6):光|
|2121|[[聖王アーサー>モンスター図鑑/2121]]|バランス|BGCOLOR(#f1f1a6):光光|
|2122|[[慟哭の冥闘士・双子座のサガ>モンスター図鑑/2122]]|悪魔/神|BGCOLOR(#bba6f1):闇光|
|2123|[[受継ぎし拳・水瓶座の氷河>モンスター図鑑/2123]]|バランス|BGCOLOR(#a6f1f1):水光|
|2124|[[アテナの使命・沙織>モンスター図鑑/2124]]|回復/神|BGCOLOR(#f1f1a6):光光|
|2125|[[黄金聖闘士・シオン>モンスター図鑑/2125]]|バランス|BGCOLOR(#f1f1a6):光|
|2126|[[偽りの冥闘士・牡羊座のシオン>モンスター図鑑/2126]]|バランス|BGCOLOR(#f1f1a6):光闇|
|2127|[[光の機神将・シェロスパーダ>モンスター図鑑/2127]]|体力/マシン/神|BGCOLOR(#f1f1a6):光木|
|2128|[[闇の機神将・ハイスフェルゼン>モンスター図鑑/2128]]|体力/マシン/悪魔|BGCOLOR(#bba6f1):闇火|
|2129|[[無間の破戒神・大天狗>モンスター図鑑/2129]]|体力/悪魔|BGCOLOR(#bbf1a6):木闇|
|2130|[[義憤の天魔龍・ノブナガ>モンスター図鑑/2130]]|ドラゴン/攻撃/悪魔|BGCOLOR(#bba6f1):闇火|
|2131|[[ロジコマ>モンスター図鑑/2131]]|マシン|BGCOLOR(#f1bba6):火|
|2132|[[歩兵兵站用輸送支援車両・ロジコマ>モンスター図鑑/2132]]|マシン/攻撃|BGCOLOR(#f1bba6):火光|
|2133|[[バットマン＋ディスラプター>モンスター図鑑/2133]]|体力/マシン|BGCOLOR(#bba6f1):闇火|
|2134|[[バットマン＋バットモービル>モンスター図鑑/2134]]|バランス/マシン|BGCOLOR(#bba6f1):闇闇|
|2135|[[ハーレークイン>モンスター図鑑/2135]]|攻撃|BGCOLOR(#f1bba6):火|
|2136|[[最後の悪夢・ハーレークイン>モンスター図鑑/2136]]|攻撃|BGCOLOR(#f1bba6):火水|
|2137|[[スケアクロウ>モンスター図鑑/2137]]|悪魔|BGCOLOR(#bba6f1):闇|
|2138|[[スケアクロウ＋フィアーガス>モンスター図鑑/2138]]|悪魔|BGCOLOR(#bba6f1):闇木|
|2139|[[アーカムナイト>モンスター図鑑/2139]]|悪魔|BGCOLOR(#bba6f1):闇|
|2140|[[私設軍隊・アーカムナイト>モンスター図鑑/2140]]|悪魔/マシン|BGCOLOR(#bba6f1):闇火|
|2141|[[緋龍喚士・ツバキ>モンスター図鑑/2141]]|ドラゴン|BGCOLOR(#f1bba6):火光|
|2142|[[黄昏の緋龍喚士・ツバキ>モンスター図鑑/2142]]|ドラゴン/神|BGCOLOR(#f1bba6):火光|
|2143|[[藍龍喚士・スミレ>モンスター図鑑/2143]]|ドラゴン|BGCOLOR(#a6f1f1):水光|
|2144|[[朝凪の藍龍喚士・スミレ>モンスター図鑑/2144]]|ドラゴン/体力|BGCOLOR(#a6f1f1):水光|
|2145|[[碧龍喚士・カエデ>モンスター図鑑/2145]]|ドラゴン|BGCOLOR(#bbf1a6):木光|
|2146|[[金風の碧龍喚士・カエデ>モンスター図鑑/2146]]|ドラゴン/攻撃|BGCOLOR(#bbf1a6):木光|
|2147|[[日龍喚士・カンナ>モンスター図鑑/2147]]|ドラゴン/神|BGCOLOR(#f1f1a6):光光|
|2148|[[早天の日龍喚士・カンナ>モンスター図鑑/2148]]|ドラゴン/神|BGCOLOR(#f1f1a6):光光|
|2149|[[月龍喚士・サツキ>モンスター図鑑/2149]]|ドラゴン/攻撃|BGCOLOR(#bba6f1):闇光|
|2150|[[禍時の月龍喚士・サツキ>モンスター図鑑/2150]]|ドラゴン/攻撃|BGCOLOR(#bba6f1):闇光|
|2151|[[精霊龍ライトデュエル・煌牙>モンスター図鑑/2151]]|ドラゴン/神|BGCOLOR(#f1f1a6):光光|
|2152|[[悪魔龍ダークマスターズ・滅角>モンスター図鑑/2152]]|ドラゴン/悪魔|BGCOLOR(#bba6f1):闇闇|
|2153|[[コッコ・ルピア>モンスター図鑑/2153]]|ドラゴン|BGCOLOR(#f1bba6):火|
|2154|[[マッハ・ルピア>モンスター図鑑/2154]]|ドラゴン|BGCOLOR(#f1bba6):火|
|2155|[[アクア・サーファー>モンスター図鑑/2155]]|バランス|BGCOLOR(#a6f1f1):水|
|2156|[[クリスタル・パラディン>モンスター図鑑/2156]]|バランス|BGCOLOR(#a6f1f1):水|
|2157|[[シェル・ファクトリーγ>モンスター図鑑/2157]]|マシン|BGCOLOR(#bbf1a6):木|
|2158|[[シェル・フォートレス>モンスター図鑑/2158]]|マシン|BGCOLOR(#bbf1a6):木|
|2159|[[雷光の使徒ミール>モンスター図鑑/2159]]|マシン|BGCOLOR(#f1f1a6):光|
|2160|[[聖天使クラウゼ・バルキューラ>モンスター図鑑/2160]]|マシン/神|BGCOLOR(#f1f1a6):光|
|2161|[[マッド・ギター>モンスター図鑑/2161]]|悪魔|BGCOLOR(#bba6f1):闇|
|2162|[[死鬼者デスワルツ>モンスター図鑑/2162]]|悪魔|BGCOLOR(#bba6f1):闇闇|
|2163|[[幻想妖精カチュア>モンスター図鑑/2163]]|ドラゴン|BGCOLOR(#bbf1a6):木木|
|2164|[[ボルメテウス・ホワイト・ドラゴン>モンスター図鑑/2164]]|ドラゴン/マシン|BGCOLOR(#f1bba6):火|
|2165|[[ボルメテウス・サファイア・ドラゴン>モンスター図鑑/2165]]|ドラゴン/マシン|BGCOLOR(#f1bba6):火火|
|2166|[[ボルメテウス・ブラック・ドラゴン>モンスター図鑑/2166]]|ドラゴン/マシン|BGCOLOR(#f1bba6):火闇|
|2167|[[ボルシャック・ドラゴン>モンスター図鑑/2167]]|ドラゴン|BGCOLOR(#f1bba6):火|
|2168|[[ボルシャック・大和・ドラゴン>モンスター図鑑/2168]]|ドラゴン/攻撃|BGCOLOR(#f1bba6):火火|
|2169|[[蒼神龍スペル・グレートブルー>モンスター図鑑/2169]]|ドラゴン/悪魔|BGCOLOR(#a6f1f1):水|
|2170|[[超神星ネプチューン・シュトローム>モンスター図鑑/2170]]|ドラゴン/悪魔|BGCOLOR(#a6f1f1):水水|
|2171|[[呪紋の化身>モンスター図鑑/2171]]|悪魔|BGCOLOR(#bbf1a6):木|
|2172|[[闘匠メサイヤ>モンスター図鑑/2172]]|悪魔/体力|BGCOLOR(#bbf1a6):木木|
|2173|[[浄化の精霊ウルス>モンスター図鑑/2173]]|マシン|BGCOLOR(#f1f1a6):光|
|2174|[[聖霊王アルカディアス>モンスター図鑑/2174]]|マシン/神|BGCOLOR(#f1f1a6):光光|
|2175|[[邪眼皇ロマノフⅠ世>モンスター図鑑/2175]]|悪魔|BGCOLOR(#bba6f1):闇|
|2176|[[大邪眼Ｂ・ロマノフ>モンスター図鑑/2176]]|悪魔/ドラゴン|BGCOLOR(#bba6f1):闇闇|
|2177|[[ボルメテウスカード>モンスター図鑑/2177]]|強化合成用|BGCOLOR(#f1bba6):火|
|2178|[[ロマノフカード>モンスター図鑑/2178]]|強化合成用|BGCOLOR(#bba6f1):闇|
|2179|[[滅槍の幻術神・オーディン>モンスター図鑑/2179]]|神/攻撃|BGCOLOR(#f1bba6):火闇|
|2180|[[平定の黄泉神・イザナミ>モンスター図鑑/2180]]|神/体力|BGCOLOR(#bba6f1):闇火|
|2181|[[沙悟浄>モンスター図鑑/2181]]|攻撃|BGCOLOR(#a6f1f1):水|
|2182|[[流砂の妖仙・沙悟浄>モンスター図鑑/2182]]|攻撃/悪魔|BGCOLOR(#a6f1f1):水闇|
|2183|[[猪八戒>モンスター図鑑/2183]]|体力|BGCOLOR(#f1bba6):火|
|2184|[[大食の妖仙・猪八戒>モンスター図鑑/2184]]|体力/悪魔|BGCOLOR(#f1bba6):火光|
|2185|[[暴炎機導龍・トゥバン>モンスター図鑑/2185]]|マシン/ドラゴン|BGCOLOR(#f1bba6):火火|
|2186|[[深海機導龍・サダルメリク>モンスター図鑑/2186]]|マシン/ドラゴン|BGCOLOR(#a6f1f1):水水|
|2187|[[烈風機導龍・アルナイル>モンスター図鑑/2187]]|マシン/ドラゴン|BGCOLOR(#bbf1a6):木木|
|2188|[[天雷機導龍・シェザル>モンスター図鑑/2188]]|マシン/ドラゴン|BGCOLOR(#f1f1a6):光光|
|2189|[[刻滅機導龍・ディアデム>モンスター図鑑/2189]]|マシン/ドラゴン|BGCOLOR(#bba6f1):闇闇|
|2190|[[灼翼機導獣・マルカブ>モンスター図鑑/2190]]|マシン/神|BGCOLOR(#f1bba6):火木|
|2191|[[氷牙機導獣・アルフェッカ>モンスター図鑑/2191]]|マシン/体力|BGCOLOR(#a6f1f1):水闇|
|2192|[[風翼機導獣・ファクト>モンスター図鑑/2192]]|マシン/バランス|BGCOLOR(#bbf1a6):木光|
|2193|[[閃爪機導獣・レオニス>モンスター図鑑/2193]]|マシン/攻撃|BGCOLOR(#f1f1a6):光水|
|2194|[[冥眼機導獣・カッカブ>モンスター図鑑/2194]]|マシン/悪魔|BGCOLOR(#bba6f1):闇火|
|2195|[[フレイムギア>モンスター図鑑/2195]]|マシン/悪魔|BGCOLOR(#f1bba6):火|
|2196|[[アクアギア>モンスター図鑑/2196]]|マシン/悪魔|BGCOLOR(#a6f1f1):水|
|2197|[[ウィンドギア>モンスター図鑑/2197]]|マシン/悪魔|BGCOLOR(#bbf1a6):木|
|2198|[[サンダーギア>モンスター図鑑/2198]]|マシン/悪魔|BGCOLOR(#f1f1a6):光|
|2199|[[ダークギア>モンスター図鑑/2199]]|マシン/悪魔|BGCOLOR(#bba6f1):闇|
|2200|[[カチュアカード>モンスター図鑑/2200]]|強化合成用|BGCOLOR(#bbf1a6):木|
|2201&aname(no2201);|[[ボルシャックカード>モンスター図鑑/2201]]|強化合成用|BGCOLOR(#f1bba6):火|
|2202|[[グレートブルーカード>モンスター図鑑/2202]]|強化合成用|BGCOLOR(#a6f1f1):水|
|2203|[[呪紋の化身カード>モンスター図鑑/2203]]|強化合成用|BGCOLOR(#bbf1a6):木|
|2204|[[ウルスカード>モンスター図鑑/2204]]|強化合成用|BGCOLOR(#f1f1a6):光|
|2205|[[灼冥魔・スカーレット>モンスター図鑑/2205]]|悪魔|BGCOLOR(#f1bba6):火闇|
|2206|[[闊達の灼冥魔・スカーレット>モンスター図鑑/2206]]|悪魔|BGCOLOR(#f1bba6):火闇|
|2207|[[潜在たまドラ☆HP強化>モンスター図鑑/2207]]|能力覚醒用|BGCOLOR(#f1f1a6):光|
|2208|[[潜在たまドラ☆攻撃強化>モンスター図鑑/2208]]|能力覚醒用|BGCOLOR(#f1f1a6):光|
|2209|[[潜在たまドラ☆回復強化>モンスター図鑑/2209]]|能力覚醒用|BGCOLOR(#f1f1a6):光|
|2210|[[潜在たまドラ☆自動回復>モンスター図鑑/2210]]|能力覚醒用|BGCOLOR(#f1f1a6):光|
|2211|[[潜在たまドラ☆操作時間延長>モンスター図鑑/2211]]|能力覚醒用|BGCOLOR(#f1f1a6):光|
|2212|[[潜在たまドラ☆火ダメージ軽減>モンスター図鑑/2212]]|能力覚醒用|BGCOLOR(#f1f1a6):光|
|2213|[[潜在たまドラ☆水ダメージ軽減>モンスター図鑑/2213]]|能力覚醒用|BGCOLOR(#f1f1a6):光|
|2214|[[潜在たまドラ☆木ダメージ軽減>モンスター図鑑/2214]]|能力覚醒用|BGCOLOR(#f1f1a6):光|
|2215|[[潜在たまドラ☆光ダメージ軽減>モンスター図鑑/2215]]|能力覚醒用|BGCOLOR(#f1f1a6):光|
|2216|[[潜在たまドラ☆闇ダメージ軽減>モンスター図鑑/2216]]|能力覚醒用|BGCOLOR(#f1f1a6):光|
|2217|[[スーパー超覚醒ゼウス>モンスター図鑑/2217]]|神|BGCOLOR(#f1f1a6):光光|
|2218|[[光槍の聖ボット・ヘラクオーディン>モンスター図鑑/2218]]|体力/神|BGCOLOR(#bbf1a6):木水|
|2219|[[極光太陽神・シャーマンラーン>モンスター図鑑/2219]]|神/回復|BGCOLOR(#f1f1a6):光光|
|2220|[[暗黒覚醒ブラック・ディオス>モンスター図鑑/2220]]|悪魔/バランス|BGCOLOR(#bbf1a6):木闇|
|2221|[[なんなすみません！ヤ魔モトP>モンスター図鑑/2221]]|悪魔/神|BGCOLOR(#f1f1a6):光闇|
|2222|[[エキドナロココシール>モンスター図鑑/2222]]|強化合成用|BGCOLOR(#f1bba6):火|
|2223|[[シャーマンラーンシール>モンスター図鑑/2223]]|強化合成用|BGCOLOR(#f1f1a6):光|
|2224|[[覚醒ブラック・ディオスシール>モンスター図鑑/2224]]|強化合成用|BGCOLOR(#bbf1a6):木|
|2225|[[覚醒ヘラクオーディンシール>モンスター図鑑/2225]]|強化合成用|BGCOLOR(#bbf1a6):木|
|2226|[[制約と誓約・ゴン＝フリークス>モンスター図鑑/2226]]|体力/攻撃|BGCOLOR(#bbf1a6):木火|
|2227|[[神速・キルア＝ゾルディック>モンスター図鑑/2227]]|攻撃/悪魔|BGCOLOR(#bba6f1):闇光|
|2228|[[医大生・レオリオ>モンスター図鑑/2228]]|回復|BGCOLOR(#bbf1a6):木水|
|2229|[[カイト>モンスター図鑑/2229]]|バランス|BGCOLOR(#bba6f1):闇|
|2230|[[気狂いピエロ・カイト>モンスター図鑑/2230]]|バランス/悪魔|BGCOLOR(#bba6f1):闇光|
